order_key,order_item_id,product_category,seller_key,seller_label,seller_state,item_price,freight_value
22025,1,perfumery,710,"Seller 0710",SP,13.99,7.39
22026,1,pet_shop,752,"Seller 0752",PR,129.90,23.84
22027,1,computers_accessories,2846,"Seller 2846",SP,148.99,14.79
22028,1,home_appliances,2598,"Seller 2598",SP,39.90,8.27
22029,1,health_beauty,1191,"Seller 1191",RJ,209.90,24.05
22030,1,home_appliances,2598,"Seller 2598",SP,8.70,12.79
22031,1,furniture_decor,499,"Seller 0499",SP,25.90,18.23
22032,1,computers_accessories,1648,"Seller 1648",RS,69.90,23.29
22033,1,health_beauty,545,"Seller 0545",SP,55.90,11.73
22034,1,bed_bath_table,2624,"Seller 2624",SP,114.90,11.90
22035,1,health_beauty,2465,"Seller 2465",SP,84.99,21.08
22036,1,toys,443,"Seller 0443",SP,35.00,7.72
22036,2,baby,2607,"Seller 2607",RS,25.00,19.30
22036,3,baby,2607,"Seller 2607",RS,25.00,19.30
22036,4,toys,443,"Seller 0443",SP,35.00,7.72
22037,1,construction_tools_construction,1085,"Seller 1085",MG,419.00,37.45
22038,1,toys,2904,"Seller 2904",SP,34.99,7.39
22039,1,health_beauty,80,"Seller 0080",MA,122.99,30.11
22040,1,computers_accessories,83,"Seller 0083",RS,181.01,16.02
22041,1,office_furniture,1527,"Seller 1527",SP,169.99,34.27
22042,1,housewares,1107,"Seller 1107",SP,89.90,25.14
22043,1,health_beauty,80,"Seller 0080",MA,64.99,19.14
22044,1,baby,2053,"Seller 2053",SC,47.90,35.90
22045,1,food,255,"Seller 0255",SP,27.90,7.94
22046,1,garden_tools,366,"Seller 0366",SP,59.90,17.67
22047,1,bed_bath_table,1504,"Seller 1504",SP,99.00,15.00
22048,1,baby,347,"Seller 0347",PR,110.00,14.50
22049,1,toys,729,"Seller 0729",SP,25.00,12.69
22050,1,watches_gifts,1829,"Seller 1829",SP,799.00,20.47
22051,1,perfumery,206,"Seller 0206",SP,4.99,13.71
22052,1,stationery,729,"Seller 0729",SP,109.90,18.02
22053,1,toys,38,"Seller 0038",SC,12.00,18.23
22054,1,bed_bath_table,879,"Seller 0879",SP,210.00,5.34
22054,2,bed_bath_table,2624,"Seller 2624",SP,99.90,21.35
22055,1,telephony,1789,"Seller 1789",SP,19.87,15.10
22056,1,toys,2423,"Seller 2423",SP,129.79,29.17
22057,1,toys,3002,"Seller 3002",SP,64.90,20.57
22057,2,toys,3002,"Seller 3002",SP,39.90,10.83
22058,1,home_appliances,3066,"Seller 3066",SP,129.99,34.27
22059,1,telephony,2631,"Seller 2631",SP,14.90,14.52
22060,1,furniture_decor,382,"Seller 0382",PR,345.62,17.17
22061,1,housewares,2682,"Seller 2682",SC,47.90,18.23
22062,1,watches_gifts,1532,"Seller 1532",SP,115.00,13.25
22063,1,toys,1745,"Seller 1745",SP,54.90,15.13
22064,1,costruction_tools_garden,2975,"Seller 2975",SP,72.90,16.48
22065,1,watches_gifts,1228,"Seller 1228",SP,55.00,17.32
22066,1,furniture_decor,666,"Seller 0666",SP,59.81,13.44
22067,1,electronics,1803,"Seller 1803",SP,31.86,8.38
22068,1,garden_tools,3061,"Seller 3061",PR,147.00,23.61
22069,1,sports_leisure,1783,"Seller 1783",SP,23.99,14.10
22070,1,furniture_decor,191,"Seller 0191",SP,35.00,13.83
22070,2,furniture_decor,191,"Seller 0191",SP,35.00,13.83
22071,1,computers_accessories,1115,"Seller 1115",SP,419.00,36.29
22072,1,computers_accessories,11,"Seller 0011",PR,80.90,15.32
22073,1,watches_gifts,1228,"Seller 1228",SP,189.00,20.01
22074,1,cool_stuff,1497,"Seller 1497",SP,119.99,12.04
22075,1,perfumery,278,"Seller 0278",SP,219.99,16.29
22076,1,housewares,1085,"Seller 1085",MG,199.00,42.15
22077,1,pet_shop,1246,"Seller 1246",MG,105.00,23.02
22078,1,watches_gifts,855,"Seller 0855",SP,102.90,13.38
22079,1,cool_stuff,2390,"Seller 2390",SP,169.83,16.07
22080,1,books_general_interest,2884,"Seller 2884",SP,69.45,19.46
22081,1,furniture_decor,1010,"Seller 1010",SP,49.00,11.36
22081,2,furniture_decor,1010,"Seller 1010",SP,49.00,11.36
22082,1,auto,615,"Seller 0615",SP,58.90,14.50
22083,1,fashion_bags_accessories,1846,"Seller 1846",SP,79.90,18.66
22084,1,electronics,212,"Seller 0212",PR,18.90,18.23
22085,1,fashion_shoes,1161,"Seller 1161",SP,37.25,8.72
22086,1,small_appliances,895,"Seller 0895",SP,32.90,18.23
22087,1,small_appliances_home_oven_and_coffee,2957,"Seller 2957",MG,750.00,43.09
22088,1,bed_bath_table,282,"Seller 0282",SP,29.99,19.40
22089,1,bed_bath_table,2469,"Seller 2469",SP,54.72,51.10
22090,1,"Unknown / unclassified",1459,"Seller 1459",SP,39.90,9.34
22091,1,electronics,1173,"Seller 1173",SP,169.90,25.99
22092,1,toys,1216,"Seller 1216",SP,39.90,13.37
22093,1,health_beauty,932,"Seller 0932",SP,134.90,9.14
22094,1,"Unknown / unclassified",2407,"Seller 2407",SP,57.78,16.84
22094,2,"Unknown / unclassified",2407,"Seller 2407",SP,57.78,16.84
22094,3,"Unknown / unclassified",2407,"Seller 2407",SP,57.78,16.84
22095,1,musical_instruments,2530,"Seller 2530",PR,59.90,18.25
22096,1,sports_leisure,1868,"Seller 1868",GO,689.99,86.85
22097,1,office_furniture,2330,"Seller 2330",RJ,399.00,46.59
22098,1,watches_gifts,2377,"Seller 2377",SP,172.00,8.46
22099,1,perfumery,710,"Seller 0710",SP,13.99,15.23
22100,1,bed_bath_table,879,"Seller 0879",SP,230.00,16.36
22101,1,furniture_decor,349,"Seller 0349",MG,29.90,15.56
22102,1,housewares,1459,"Seller 1459",SP,59.90,8.88
22102,2,housewares,1459,"Seller 1459",SP,59.90,8.88
22103,1,housewares,407,"Seller 0407",PR,109.90,34.31
22104,1,sports_leisure,1253,"Seller 1253",PR,55.90,18.27
22105,1,pet_shop,2999,"Seller 2999",SC,137.90,23.77
22106,1,telephony,2817,"Seller 2817",SP,27.99,37.04
22107,1,drinks,1875,"Seller 1875",SP,58.00,8.15
22108,1,watches_gifts,855,"Seller 0855",SP,689.00,17.84
22109,1,baby,956,"Seller 0956",SP,213.00,21.22
22110,1,toys,1718,"Seller 1718",SC,27.50,19.32
22111,1,furniture_decor,942,"Seller 0942",SP,66.00,11.96
22112,1,sports_leisure,580,"Seller 0580",SP,22.50,21.19
22113,1,sports_leisure,903,"Seller 0903",SP,39.90,17.63
22114,1,health_beauty,2924,"Seller 2924",DF,90.00,18.88
22115,1,furniture_decor,1317,"Seller 1317",SP,37.50,17.60
22116,1,books_general_interest,2884,"Seller 2884",SP,39.99,16.32
22117,1,baby,1629,"Seller 1629",SP,14.00,7.78
22118,1,home_construction,2382,"Seller 2382",RS,386.75,78.23
22119,1,bed_bath_table,879,"Seller 0879",SP,69.90,26.75
22120,1,bed_bath_table,1171,"Seller 1171",SP,67.50,11.97
22121,1,luggage_accessories,150,"Seller 0150",SP,116.90,9.71
22122,1,bed_bath_table,879,"Seller 0879",SP,89.90,12.13
22123,1,toys,1501,"Seller 1501",SP,86.99,13.63
22124,1,air_conditioning,2924,"Seller 2924",DF,540.00,103.89
22125,1,computers_accessories,1390,"Seller 1390",SC,199.00,17.83
22126,1,sports_leisure,757,"Seller 0757",SP,21.90,25.63
22127,1,garden_tools,2046,"Seller 2046",MG,13.99,22.06
22127,2,garden_tools,2046,"Seller 2046",MG,13.99,22.06
22127,3,garden_tools,2046,"Seller 2046",MG,13.99,22.06
22128,1,sports_leisure,239,"Seller 0239",SP,189.00,20.81
22129,1,toys,1964,"Seller 1964",SP,42.20,13.88
22130,1,bed_bath_table,2624,"Seller 2624",SP,99.90,13.72
22131,1,garden_tools,1638,"Seller 1638",SP,99.06,14.78
22132,1,telephony,2817,"Seller 2817",SP,27.99,14.10
22133,1,bed_bath_table,2531,"Seller 2531",SP,12.90,14.52
22133,2,bed_bath_table,2531,"Seller 2531",SP,12.90,14.52
22134,1,health_beauty,80,"Seller 0080",MA,122.99,25.21
22135,1,sports_leisure,1257,"Seller 1257",RJ,99.00,16.45
22136,1,sports_leisure,903,"Seller 0903",SP,25.90,15.10
22137,1,sports_leisure,1708,"Seller 1708",SP,36.90,7.84
22138,1,perfumery,1191,"Seller 1191",RJ,49.90,15.10
22139,1,toys,2904,"Seller 2904",SP,34.99,15.35
22139,2,toys,2904,"Seller 2904",SP,34.99,15.35
22140,1,cool_stuff,319,"Seller 0319",SP,64.90,17.16
22140,2,cool_stuff,319,"Seller 0319",SP,64.90,17.16
22141,1,computers_accessories,889,"Seller 0889",PR,269.99,14.91
22142,1,bed_bath_table,879,"Seller 0879",SP,84.00,17.50
22143,1,housewares,1852,"Seller 1852",SP,26.40,14.10
22144,1,stationery,729,"Seller 0729",SP,109.00,13.78
22145,1,audio,855,"Seller 0855",SP,189.00,16.07
22146,1,garden_tools,366,"Seller 0366",SP,49.90,17.60
22147,1,health_beauty,1563,"Seller 1563",SP,50.75,7.62
22148,1,furniture_decor,1138,"Seller 1138",SP,78.80,15.30
22149,1,consoles_games,644,"Seller 0644",SP,19.90,25.63
22150,1,watches_gifts,1228,"Seller 1228",SP,49.00,8.50
22151,1,toys,2219,"Seller 2219",SP,84.90,8.95
22152,1,toys,971,"Seller 0971",SP,70.00,7.78
22153,1,perfumery,2465,"Seller 2465",SP,84.99,14.34
22154,1,bed_bath_table,360,"Seller 0360",SP,159.90,13.02
22155,1,watches_gifts,855,"Seller 0855",SP,188.00,16.07
22156,1,sports_leisure,1952,"Seller 1952",SP,45.33,12.69
22157,1,air_conditioning,21,"Seller 0021",PR,59.90,15.63
22158,1,sports_leisure,2882,"Seller 2882",PR,67.90,8.72
22159,1,furniture_decor,1814,"Seller 1814",SP,180.00,12.47
22160,1,stationery,729,"Seller 0729",SP,59.00,18.29
22161,1,sports_leisure,918,"Seller 0918",SP,169.90,15.94
22162,1,air_conditioning,2581,"Seller 2581",SP,119.00,52.84
22163,1,bed_bath_table,1215,"Seller 1215",SP,60.50,14.51
22164,1,sports_leisure,2124,"Seller 2124",RS,99.00,18.00
22165,1,computers_accessories,1944,"Seller 1944",MG,129.00,58.76
22166,1,watches_gifts,855,"Seller 0855",SP,145.00,15.76
22167,1,watches_gifts,1645,"Seller 1645",SC,155.80,17.53
22168,1,toys,796,"Seller 0796",SP,69.90,15.25
22169,1,health_beauty,2465,"Seller 2465",SP,58.99,16.66
22170,1,watches_gifts,2383,"Seller 2383",SP,207.00,38.14
22171,1,office_furniture,1527,"Seller 1527",SP,79.99,18.27
22172,1,perfumery,2866,"Seller 2866",RJ,109.90,9.14
22173,1,sports_leisure,2481,"Seller 2481",SP,75.00,15.28
22174,1,pet_shop,521,"Seller 0521",SP,149.99,15.80
22175,1,auto,1457,"Seller 1457",SP,299.00,17.00
22176,1,furniture_decor,317,"Seller 0317",SP,44.99,9.34
22177,1,garden_tools,1944,"Seller 1944",MG,179.99,26.88
22177,2,garden_tools,1944,"Seller 1944",MG,179.99,26.88
22178,1,sports_leisure,2175,"Seller 2175",SP,85.00,18.70
22179,1,cool_stuff,2412,"Seller 2412",MG,99.90,16.46
22180,1,health_beauty,545,"Seller 0545",SP,67.90,11.73
22181,1,fashion_bags_accessories,1224,"Seller 1224",RS,120.00,18.99
22182,1,auto,1727,"Seller 1727",SP,319.00,20.11
22183,1,garden_tools,1588,"Seller 1588",PR,149.90,36.18
22184,1,"Unknown / unclassified",2440,"Seller 2440",SP,29.99,18.23
22185,1,watches_gifts,1207,"Seller 1207",RJ,108.00,16.52
22186,1,health_beauty,817,"Seller 0817",DF,230.00,35.41
22187,1,stationery,1167,"Seller 1167",SP,149.00,43.24
22188,1,cool_stuff,322,"Seller 0322",SC,159.99,14.89
22189,1,baby,235,"Seller 0235",SP,34.90,7.78
22190,1,furniture_decor,191,"Seller 0191",SP,32.99,9.34
22191,1,fixed_telephony,848,"Seller 0848",SP,33.00,7.87
22192,1,baby,70,"Seller 0070",MG,64.99,12.58
22193,1,stationery,2432,"Seller 2432",SP,45.00,19.32
22194,1,housewares,2121,"Seller 2121",MG,312.89,67.40
22195,1,watches_gifts,2126,"Seller 2126",RJ,59.99,15.17
22196,1,cool_stuff,2492,"Seller 2492",PR,247.99,16.84
22197,1,health_beauty,771,"Seller 0771",SP,255.00,15.88
22198,1,toys,1405,"Seller 1405",MG,69.99,18.37
22199,1,watches_gifts,2675,"Seller 2675",SP,49.99,15.10
22200,1,health_beauty,2473,"Seller 2473",PR,349.90,14.15
22201,1,electronics,1181,"Seller 1181",RS,187.90,19.42
22202,1,office_furniture,1527,"Seller 1527",SP,149.94,33.31
22203,1,furniture_decor,1490,"Seller 1490",PR,124.90,18.12
22204,1,health_beauty,1367,"Seller 1367",SP,98.00,38.24
22205,1,watches_gifts,855,"Seller 0855",SP,133.00,33.38
22206,1,cool_stuff,1497,"Seller 1497",SP,99.99,17.95
22207,1,toys,1994,"Seller 1994",SP,79.90,16.81
22208,1,health_beauty,1762,"Seller 1762",SP,370.47,19.33
22209,1,consoles_games,288,"Seller 0288",SP,190.00,15.08
22210,1,telephony,2817,"Seller 2817",SP,19.90,7.40
22211,1,fashion_bags_accessories,2145,"Seller 2145",SP,35.00,15.10
22212,1,furniture_decor,2529,"Seller 2529",SP,29.90,12.69
22212,2,furniture_decor,2529,"Seller 2529",SP,29.90,12.69
22212,3,furniture_decor,2529,"Seller 2529",SP,29.90,12.69
22213,1,housewares,1364,"Seller 1364",SP,24.90,11.19
22214,1,computers_accessories,937,"Seller 0937",SP,101.08,13.15
22215,1,bed_bath_table,1357,"Seller 1357",SP,58.67,26.95
22216,1,bed_bath_table,2644,"Seller 2644",SP,233.35,18.34
22217,1,housewares,1737,"Seller 1737",MG,165.40,19.44
22218,1,bed_bath_table,1689,"Seller 1689",SP,49.00,14.65
22219,1,sports_leisure,1027,"Seller 1027",SP,59.99,8.88
22220,1,sports_leisure,1027,"Seller 1027",SP,74.99,11.62
22221,1,sports_leisure,1358,"Seller 1358",SC,58.00,25.25
22222,1,small_appliances,583,"Seller 0583",SP,299.00,14.53
22223,1,furniture_decor,389,"Seller 0389",PR,16.90,16.79
22224,1,garden_tools,103,"Seller 0103",SP,61.80,33.70
22225,1,furniture_decor,1317,"Seller 1317",SP,88.34,16.30
22226,1,health_beauty,167,"Seller 0167",MG,42.90,14.52
22227,1,auto,255,"Seller 0255",SP,652.00,17.00
22228,1,fashion_male_clothing,190,"Seller 0190",SP,40.00,19.47
22229,1,computers,1448,"Seller 1448",SP,899.00,33.54
22230,1,auto,2422,"Seller 2422",SP,199.99,12.42
22231,1,bed_bath_table,879,"Seller 0879",SP,395.00,28.05
22232,1,construction_tools_construction,1640,"Seller 1640",SP,25.90,18.28
22233,1,furniture_decor,1460,"Seller 1460",PR,299.00,45.96
22234,1,bed_bath_table,2469,"Seller 2469",SP,87.85,13.63
22235,1,sports_leisure,2140,"Seller 2140",RS,299.00,30.49
22236,1,furniture_decor,3053,"Seller 3053",SP,79.50,15.67
22237,1,computers_accessories,2670,"Seller 2670",PE,149.90,25.40
22238,1,baby,1987,"Seller 1987",SP,43.00,9.34
22239,1,fashion_bags_accessories,2904,"Seller 2904",SP,24.99,7.39
22240,1,watches_gifts,1207,"Seller 1207",RJ,399.00,16.54
22241,1,bed_bath_table,360,"Seller 0360",SP,79.90,9.37
22242,1,watches_gifts,3000,"Seller 3000",SP,299.90,19.98
22243,1,health_beauty,2465,"Seller 2465",SP,19.99,7.78
22244,1,housewares,1928,"Seller 1928",SP,49.99,13.01
22245,1,health_beauty,2465,"Seller 2465",SP,59.99,19.39
22245,2,health_beauty,2465,"Seller 2465",SP,59.99,19.39
22246,1,sports_leisure,1774,"Seller 1774",SP,9.90,15.10
22247,1,sports_leisure,809,"Seller 0809",SP,60.00,8.40
22248,1,home_appliances,2598,"Seller 2598",SP,19.20,15.10
22249,1,bed_bath_table,2525,"Seller 2525",SP,108.99,16.39
22250,1,telephony,164,"Seller 0164",SP,49.00,14.52
22251,1,auto,2060,"Seller 2060",SC,215.00,17.95
22252,1,fashion_male_clothing,2052,"Seller 2052",SC,110.90,17.62
22253,1,computers_accessories,2909,"Seller 2909",SP,29.89,7.39
22254,1,bed_bath_table,1808,"Seller 1808",SP,58.99,17.32
22255,1,health_beauty,385,"Seller 0385",SP,147.00,13.47
22256,1,construction_tools_safety,880,"Seller 0880",SP,199.90,12.90
22257,1,housewares,1781,"Seller 1781",SP,109.99,16.40
22258,1,housewares,2557,"Seller 2557",SP,169.99,26.23
22259,1,furniture_decor,1601,"Seller 1601",SP,75.90,13.09
22259,2,furniture_decor,1601,"Seller 1601",SP,75.90,13.09
22260,1,furniture_decor,1195,"Seller 1195",SP,159.00,35.63
22261,1,computers_accessories,2652,"Seller 2652",MG,39.90,15.10
22262,1,sports_leisure,1027,"Seller 1027",SP,109.99,18.02
22263,1,health_beauty,2389,"Seller 2389",SP,137.90,7.83
22264,1,bed_bath_table,879,"Seller 0879",SP,69.90,11.99
22265,1,health_beauty,504,"Seller 0504",SP,135.00,15.70
22266,1,furniture_decor,413,"Seller 0413",SP,10.90,18.23
22267,1,perfumery,930,"Seller 0930",MG,7.00,3.33
22267,2,perfumery,930,"Seller 0930",MG,19.99,3.33
22267,3,perfumery,930,"Seller 0930",MG,7.00,3.33
22267,4,perfumery,930,"Seller 0930",MG,19.99,3.33
22267,5,perfumery,930,"Seller 0930",MG,7.00,3.33
22267,6,perfumery,930,"Seller 0930",MG,19.99,3.33
22268,1,fashion_shoes,50,"Seller 0050",SP,169.79,57.96
22269,1,musical_instruments,2947,"Seller 2947",SP,725.00,42.21
22270,1,home_construction,395,"Seller 0395",SP,37.95,7.87
22271,1,electronics,1699,"Seller 1699",SP,12.90,15.10
22272,1,furniture_decor,2469,"Seller 2469",SP,129.34,17.82
22272,2,bed_bath_table,2469,"Seller 2469",SP,129.34,17.82
22273,1,construction_tools_construction,68,"Seller 0068",MG,58.00,25.25
22274,1,baby,1820,"Seller 1820",RJ,120.00,17.09
22275,1,furniture_living_room,2454,"Seller 2454",SP,209.99,50.00
22276,1,telephony,1007,"Seller 1007",BA,235.90,18.93
22276,2,telephony,1007,"Seller 1007",BA,235.90,18.93
22277,1,housewares,2152,"Seller 2152",GO,179.00,17.96
22278,1,fashion_bags_accessories,1635,"Seller 1635",SP,35.00,7.78
22278,2,fashion_bags_accessories,1635,"Seller 1635",SP,35.00,7.78
22279,1,telephony,2817,"Seller 2817",SP,29.99,7.78
22280,1,furniture_decor,1460,"Seller 1460",PR,148.00,38.84
22281,1,bed_bath_table,695,"Seller 0695",SP,115.99,13.83
22282,1,bed_bath_table,323,"Seller 0323",SP,25.00,8.72
22283,1,fashion_bags_accessories,2747,"Seller 2747",SP,20.30,7.71
22284,1,bed_bath_table,2644,"Seller 2644",SP,37.18,14.52
22285,1,cool_stuff,1544,"Seller 1544",SP,179.99,18.17
22286,1,cool_stuff,2046,"Seller 2046",MG,64.90,26.77
22287,1,construction_tools_safety,880,"Seller 0880",SP,31.90,12.88
22288,1,sports_leisure,317,"Seller 0317",SP,18.99,14.10
22289,1,toys,1978,"Seller 1978",SC,159.90,16.88
22290,1,bed_bath_table,2014,"Seller 2014",SP,74.99,18.45
22291,1,cool_stuff,1497,"Seller 1497",SP,69.99,11.73
22292,1,health_beauty,1762,"Seller 1762",SP,326.16,118.33
22292,2,perfumery,1263,"Seller 1263",PR,108.00,21.51
22293,1,audio,1532,"Seller 1532",SP,590.00,16.57
22294,1,computers_accessories,2264,"Seller 2264",DF,39.90,15.79
22295,1,electronics,278,"Seller 0278",SP,2470.50,177.26
22296,1,sports_leisure,2637,"Seller 2637",MG,108.90,20.00
22297,1,bed_bath_table,1982,"Seller 1982",SP,56.00,17.64
22298,1,auto,1630,"Seller 1630",SP,92.10,22.00
22299,1,furniture_decor,1356,"Seller 1356",SP,59.99,16.18
22300,1,telephony,2817,"Seller 2817",SP,19.90,11.85
22301,1,auto,2948,"Seller 2948",SP,19.00,8.27
22302,1,fixed_telephony,394,"Seller 0394",SP,32.99,7.78
22303,1,sports_leisure,78,"Seller 0078",PR,224.90,28.52
22303,2,sports_leisure,78,"Seller 0078",PR,224.90,28.52
22304,1,kitchen_dining_laundry_garden_furniture,217,"Seller 0217",RS,109.00,19.62
22304,2,kitchen_dining_laundry_garden_furniture,217,"Seller 0217",RS,109.00,19.62
22305,1,computers_accessories,700,"Seller 0700",SP,26.90,11.74
22306,1,health_beauty,118,"Seller 0118",SP,157.90,18.99
22307,1,cool_stuff,1146,"Seller 1146",SP,899.00,75.17
22308,1,computers_accessories,327,"Seller 0327",PR,70.90,13.62
22309,1,watches_gifts,1228,"Seller 1228",SP,49.00,11.85
22310,1,furniture_decor,191,"Seller 0191",SP,196.80,13.68
22310,2,furniture_decor,191,"Seller 0191",SP,196.80,13.68
22311,1,toys,443,"Seller 0443",SP,37.50,5.63
22311,2,toys,2668,"Seller 2668",SP,299.99,12.21
22312,1,auto,99,"Seller 0099",SP,179.49,9.61
22313,1,computers_accessories,283,"Seller 0283",MG,39.90,19.32
22314,1,home_appliances_2,974,"Seller 0974",MG,32.90,22.16
22315,1,watches_gifts,1796,"Seller 1796",MG,179.00,19.13
22316,1,baby,2293,"Seller 2293",SP,159.90,12.32
22316,2,baby,2293,"Seller 2293",SP,159.90,12.32
22317,1,furniture_decor,389,"Seller 0389",PR,16.90,15.10
22317,2,furniture_decor,389,"Seller 0389",PR,16.90,15.10
22317,3,furniture_decor,389,"Seller 0389",PR,16.90,15.10
22317,4,furniture_decor,389,"Seller 0389",PR,16.90,15.10
22318,1,health_beauty,1628,"Seller 1628",SP,119.60,43.25
22319,1,home_appliances_2,2783,"Seller 2783",RJ,626.00,22.90
22320,1,office_furniture,1527,"Seller 1527",SP,79.99,26.88
22321,1,health_beauty,178,"Seller 0178",PR,61.00,15.19
22322,1,toys,729,"Seller 0729",SP,59.00,14.50
22323,1,housewares,1407,"Seller 1407",SP,34.90,15.98
22323,2,housewares,1407,"Seller 1407",SP,34.90,15.98
22324,1,sports_leisure,2799,"Seller 2799",SP,35.00,8.27
22325,1,fashion_bags_accessories,2441,"Seller 2441",SP,64.90,7.71
22326,1,cool_stuff,1501,"Seller 1501",SP,88.00,17.87
22327,1,sports_leisure,608,"Seller 0608",SP,82.99,15.46
22328,1,sports_leisure,922,"Seller 0922",PR,62.90,19.41
22329,1,sports_leisure,918,"Seller 0918",SP,129.90,20.25
22330,1,sports_leisure,2481,"Seller 2481",SP,145.00,14.37
22331,1,electronics,1699,"Seller 1699",SP,14.99,7.39
22332,1,health_beauty,1814,"Seller 1814",SP,120.00,23.38
22333,1,auto,725,"Seller 0725",SP,14.99,7.78
22334,1,costruction_tools_garden,986,"Seller 0986",RN,589.90,26.42
22335,1,consoles_games,1109,"Seller 1109",PR,38.00,15.10
22336,1,housewares,1580,"Seller 1580",SP,59.90,16.67
22337,1,furniture_decor,666,"Seller 0666",SP,44.55,11.74
22338,1,electronics,1699,"Seller 1699",SP,12.25,7.78
22339,1,sports_leisure,903,"Seller 0903",SP,39.90,15.10
22339,2,sports_leisure,903,"Seller 0903",SP,39.90,15.10
22340,1,health_beauty,233,"Seller 0233",SP,418.00,19.18
22341,1,computers_accessories,1648,"Seller 1648",RS,19.90,18.24
22342,1,computers_accessories,503,"Seller 0503",DF,319.00,25.61
22343,1,cine_photo,1103,"Seller 1103",SC,59.00,32.71
22344,1,watches_gifts,1207,"Seller 1207",RJ,108.00,15.52
22345,1,furniture_living_room,244,"Seller 0244",MG,179.90,36.39
22346,1,health_beauty,583,"Seller 0583",SP,49.00,9.26
22347,1,furniture_decor,2210,"Seller 2210",MG,59.90,13.00
22348,1,sports_leisure,2799,"Seller 2799",SP,28.00,10.96
22349,1,furniture_decor,1527,"Seller 1527",SP,43.99,21.82
22350,1,perfumery,278,"Seller 0278",SP,105.18,15.49
22351,1,electronics,2806,"Seller 2806",SP,30.00,8.29
22352,1,cool_stuff,187,"Seller 0187",SP,24.00,18.23
22353,1,sports_leisure,849,"Seller 0849",SP,19.99,7.40
22354,1,furniture_decor,111,"Seller 0111",PR,9.90,37.04
22355,1,furniture_decor,1138,"Seller 1138",SP,78.80,13.21
22356,1,garden_tools,2,"Seller 0002",ES,89.00,43.24
22357,1,office_furniture,1527,"Seller 1527",SP,169.99,51.06
22358,1,watches_gifts,1228,"Seller 1228",SP,39.00,7.78
22359,1,drinks,2075,"Seller 2075",SP,90.00,12.97
22360,1,sports_leisure,903,"Seller 0903",SP,25.90,14.10
22361,1,bed_bath_table,282,"Seller 0282",SP,29.00,18.23
22361,2,bed_bath_table,282,"Seller 0282",SP,26.99,18.23
22362,1,health_beauty,1249,"Seller 1249",SP,139.90,15.73
22363,1,food_drink,472,"Seller 0472",MG,53.40,16.62
22364,1,health_beauty,1986,"Seller 1986",SP,151.74,15.82
22365,1,watches_gifts,898,"Seller 0898",SP,899.99,59.97
22366,1,health_beauty,350,"Seller 0350",SP,16.00,1.26
22366,2,luggage_accessories,350,"Seller 0350",SP,14.99,25.24
22367,1,housewares,150,"Seller 0150",SP,59.90,16.61
22368,1,fashio_female_clothing,2648,"Seller 2648",SP,54.90,15.13
22369,1,sports_leisure,546,"Seller 0546",SP,23.49,7.78
22370,1,bed_bath_table,2531,"Seller 2531",SP,49.90,13.93
22371,1,stationery,729,"Seller 0729",SP,139.00,18.22
22372,1,consoles_games,816,"Seller 0816",SP,79.99,7.81
22373,1,computers_accessories,552,"Seller 0552",SP,79.90,7.42
22374,1,bed_bath_table,879,"Seller 0879",SP,69.90,16.25
22375,1,fashion_bags_accessories,2441,"Seller 2441",SP,49.90,15.10
22376,1,computers_accessories,1249,"Seller 1249",SP,119.50,18.72
22377,1,books_technical,186,"Seller 0186",SP,28.90,15.10
22378,1,stationery,729,"Seller 0729",SP,169.00,38.73
22379,1,baby,2576,"Seller 2576",SP,29.99,18.23
22380,1,furniture_decor,2269,"Seller 2269",SP,98.90,16.13
22381,1,computers_accessories,1739,"Seller 1739",RJ,129.00,13.89
22382,1,fashion_bags_accessories,1228,"Seller 1228",SP,69.00,7.74
22383,1,market_place,320,"Seller 0320",SP,24.95,15.23
22384,1,pet_shop,319,"Seller 0319",SP,289.90,73.11
22385,1,auto,1384,"Seller 1384",SP,59.90,17.67
22386,1,watches_gifts,1532,"Seller 1532",SP,166.66,19.05
22387,1,health_beauty,1875,"Seller 1875",SP,29.00,7.39
22387,2,health_beauty,1875,"Seller 1875",SP,29.00,7.39
22387,3,health_beauty,1875,"Seller 1875",SP,29.00,7.39
22388,1,drinks,1875,"Seller 1875",SP,38.49,15.10
22389,1,furniture_decor,2210,"Seller 2210",MG,163.90,49.68
22390,1,audio,1047,"Seller 1047",DF,76.89,14.29
22391,1,electronics,2316,"Seller 2316",SP,390.00,61.28
22392,1,watches_gifts,1627,"Seller 1627",SP,49.00,8.29
22393,1,cool_stuff,1632,"Seller 1632",MG,48.90,17.78
22394,1,toys,1551,"Seller 1551",SP,239.90,16.44
22395,1,garden_tools,1814,"Seller 1814",SP,170.00,19.43
22396,1,furniture_decor,191,"Seller 0191",SP,32.99,13.08
22396,2,furniture_decor,191,"Seller 0191",SP,32.99,13.08
22396,3,furniture_decor,191,"Seller 0191",SP,32.99,13.08
22397,1,pet_shop,2551,"Seller 2551",SP,95.28,15.42
22398,1,baby,1013,"Seller 1013",RJ,26.90,14.10
22399,1,auto,1411,"Seller 1411",SP,29.40,17.92
22400,1,telephony,394,"Seller 0394",SP,21.90,15.10
22401,1,housewares,2710,"Seller 2710",SP,23.90,14.52
22402,1,health_beauty,2938,"Seller 2938",SP,44.90,7.78
22403,1,telephony,2465,"Seller 2465",SP,7.00,7.78
