order_key,customer_key,customer_state,order_status,order_date,approval_stage_flag,carrier_handoff_stage_flag,delivered_stage_flag,canceled_order_flag,unavailable_order_flag,delivery_eligible_flag,on_time_flag,late_flag,delivery_status,days_to_deliver,days_late,latest_review_score,order_item_count,order_product_value,order_freight_value
13895,66919,SP,delivered,2017-12-12,1,1,1,0,0,1,1,0,"On time",8,0,5,1,115.00,13.83
13896,66002,MG,unavailable,2017-09-17,1,0,0,0,1,0,0,0,"Not eligible",NULL,NULL,1,0,0.00,0.00
13897,62782,RN,delivered,2018-07-13,1,1,1,0,0,1,1,0,"On time",13,0,5,1,49.49,27.12
13898,15479,SP,delivered,2018-03-29,1,1,1,0,0,1,1,0,"On time",11,0,5,1,29.00,7.39
13899,17704,SP,delivered,2017-12-14,1,1,1,0,0,1,1,0,"On time",5,0,5,1,49.90,7.78
13900,79145,RJ,delivered,2018-07-31,1,1,1,0,0,1,1,0,"On time",7,0,5,1,70.00,31.36
13901,78758,SP,delivered,2018-02-25,1,1,1,0,0,1,1,0,"On time",17,0,5,1,138.00,25.81
13902,60882,MG,delivered,2017-08-27,1,1,1,0,0,1,1,0,"On time",16,0,3,1,67.10,15.22
13903,5312,BA,delivered,2017-11-20,1,1,1,0,0,1,1,0,"On time",24,0,4,4,691.96,140.04
13904,45723,BA,delivered,2018-07-13,1,1,1,0,0,1,1,0,"On time",13,0,5,1,49.90,22.28
13905,73741,SP,delivered,2017-06-02,1,1,1,0,0,1,1,0,"On time",11,0,4,1,159.00,12.61
13906,92575,BA,delivered,2018-07-29,1,1,1,0,0,1,1,0,"On time",12,0,4,1,85.00,17.53
13907,73560,MG,delivered,2018-02-17,1,1,1,0,0,1,1,0,"On time",6,0,5,1,69.90,26.11
13908,69318,RJ,delivered,2017-03-31,1,1,1,0,0,1,1,0,"On time",6,0,NULL,1,299.90,12.71
13909,25713,SP,delivered,2017-07-12,1,1,1,0,0,1,1,0,"On time",8,0,5,1,57.90,11.91
13910,93880,SP,delivered,2017-11-10,1,1,1,0,0,1,1,0,"On time",12,0,4,1,31.00,15.79
13911,58986,SP,delivered,2018-01-10,1,1,1,0,0,1,1,0,"On time",5,0,1,1,255.91,11.21
13912,17269,SP,delivered,2018-02-07,1,1,1,0,0,1,1,0,"On time",27,0,5,1,50.00,9.34
13913,68615,SP,invoiced,2017-07-27,1,0,0,0,0,0,0,0,"Not eligible",NULL,NULL,1,1,46.90,13.37
13914,51767,MT,delivered,2017-11-26,1,1,1,0,0,1,1,0,"On time",17,0,3,1,270.00,18.33
13915,1110,PR,delivered,2018-05-09,1,1,1,0,0,1,1,0,"On time",6,0,5,1,149.90,11.15
13916,80565,RS,delivered,2018-01-31,1,1,1,0,0,1,1,0,"On time",20,0,1,2,190.00,30.84
13917,6569,RJ,delivered,2017-12-03,1,1,1,0,0,1,1,0,"On time",24,0,4,1,120.00,49.37
13918,76555,PR,delivered,2017-07-19,1,1,1,0,0,1,1,0,"On time",13,0,5,1,49.99,14.45
13919,40473,MG,delivered,2017-09-14,1,1,1,0,0,1,1,0,"On time",8,0,5,1,49.90,14.10
13920,82979,SP,delivered,2018-08-02,1,1,1,0,0,1,0,1,Late,6,1,4,1,24.53,7.43
13921,51459,MS,delivered,2018-01-04,1,1,1,0,0,1,1,0,"On time",21,0,5,1,670.00,33.73
13922,47390,RJ,delivered,2018-03-02,1,1,1,0,0,1,1,0,"On time",8,0,5,2,240.00,43.36
13923,86007,PR,delivered,2018-07-30,1,1,1,0,0,1,1,0,"On time",4,0,4,1,134.90,20.13
13924,53711,CE,delivered,2018-01-11,1,1,1,0,0,1,1,0,"On time",15,0,5,1,31.90,21.15
13925,81578,RJ,delivered,2018-08-09,1,1,1,0,0,1,1,0,"On time",8,0,5,1,109.00,19.95
13926,34300,RS,delivered,2018-07-31,1,1,1,0,0,1,1,0,"On time",6,0,4,2,154.00,37.28
13927,28779,DF,delivered,2018-05-20,1,1,1,0,0,1,0,1,Late,23,5,1,1,49.90,18.23
13928,6073,PR,delivered,2017-08-02,1,1,1,0,0,1,1,0,"On time",13,0,4,1,109.90,14.50
13929,55522,BA,delivered,2017-12-30,1,1,1,0,0,1,1,0,"On time",26,0,5,1,128.80,87.33
13930,25419,RJ,delivered,2017-08-03,1,1,1,0,0,1,1,0,"On time",14,0,NULL,1,16.90,16.79
13931,79549,ES,delivered,2017-11-08,1,1,1,0,0,1,1,0,"On time",14,0,1,1,999.00,70.41
13932,24228,RS,delivered,2017-03-16,1,1,1,0,0,1,1,0,"On time",14,0,5,1,131.00,17.76
13933,85771,SP,delivered,2017-02-15,1,1,1,0,0,1,1,0,"On time",15,0,5,1,69.90,15.70
13934,63601,SP,delivered,2018-02-26,1,1,1,0,0,1,1,0,"On time",3,0,5,1,54.90,8.72
13935,75663,SP,delivered,2017-06-02,1,1,1,0,0,1,1,0,"On time",26,0,5,1,2649.00,32.29
13936,88582,SP,delivered,2018-06-18,1,1,1,0,0,1,1,0,"On time",8,0,1,1,88.50,17.75
13937,57147,MG,unavailable,2017-07-06,1,0,0,0,1,0,0,0,"Not eligible",NULL,NULL,1,0,0.00,0.00
13938,55951,MG,delivered,2018-08-11,1,1,1,0,0,1,1,0,"On time",6,0,4,2,113.98,39.18
13939,41946,RJ,delivered,2018-07-23,1,1,1,0,0,1,1,0,"On time",21,0,5,1,180.00,19.06
13940,28595,BA,delivered,2017-11-24,1,1,1,0,0,1,0,1,Late,41,15,2,1,49.00,19.63
13941,5172,GO,delivered,2018-03-20,1,1,1,0,0,1,1,0,"On time",8,0,4,1,139.00,61.35
13942,42123,RJ,delivered,2018-01-22,1,1,1,0,0,1,1,0,"On time",24,0,4,1,499.99,68.31
13943,36532,RS,delivered,2017-04-18,1,1,1,0,0,1,1,0,"On time",15,0,5,1,19.99,16.05
13944,79134,MG,delivered,2017-11-05,1,1,1,0,0,1,1,0,"On time",5,0,5,1,59.90,14.15
13945,95129,SP,delivered,2017-05-14,1,1,1,0,0,1,1,0,"On time",22,0,5,3,75.70,35.55
13946,73765,SP,delivered,2018-05-18,1,1,1,0,0,1,1,0,"On time",5,0,5,1,119.99,7.70
13947,64216,RJ,delivered,2017-11-26,1,1,1,0,0,1,0,1,Late,23,4,1,1,81.49,16.82
13948,77538,RJ,delivered,2018-04-19,1,1,1,0,0,1,1,0,"On time",21,0,5,1,181.62,18.85
13949,33721,BA,delivered,2018-02-02,1,1,1,0,0,1,1,0,"On time",18,0,4,1,229.04,43.97
13950,15965,PA,delivered,2018-04-11,1,1,1,0,0,1,1,0,"On time",30,0,3,1,199.00,37.66
13951,83063,MG,delivered,2017-11-25,1,1,1,0,0,1,1,0,"On time",13,0,4,1,89.99,26.25
13952,39290,SP,delivered,2018-06-08,1,1,1,0,0,1,1,0,"On time",4,0,5,1,54.90,11.15
13953,3549,DF,delivered,2017-11-13,1,1,1,0,0,1,1,0,"On time",9,0,5,1,103.90,15.49
13954,4808,SP,delivered,2018-06-24,1,1,1,0,0,1,1,0,"On time",5,0,5,1,58.90,19.60
13955,44842,MG,delivered,2017-11-07,1,1,1,0,0,1,1,0,"On time",16,0,4,1,36.79,17.60
13956,69209,SP,delivered,2018-07-24,1,1,1,0,0,1,1,0,"On time",4,0,5,1,245.00,28.02
13957,33731,SP,delivered,2018-05-15,1,1,1,0,0,1,1,0,"On time",20,0,4,1,69.99,25.11
13958,19962,SP,delivered,2017-09-07,1,1,1,0,0,1,1,0,"On time",4,0,5,1,39.99,7.78
13959,55040,SP,delivered,2018-01-02,1,1,1,0,0,1,1,0,"On time",6,0,1,1,139.90,14.73
13960,42586,SP,delivered,2018-03-17,1,1,1,0,0,1,1,0,"On time",4,0,4,1,269.00,16.79
13961,3822,GO,delivered,2018-04-25,1,1,1,0,0,1,1,0,"On time",16,0,5,1,49.90,18.23
13962,34048,SP,delivered,2018-01-22,1,1,1,0,0,1,1,0,"On time",9,0,5,1,36.90,11.85
13963,85205,PR,delivered,2018-07-22,1,1,1,0,0,1,1,0,"On time",5,0,2,1,13.90,18.23
13964,35013,SP,delivered,2018-06-21,1,1,1,0,0,1,1,0,"On time",12,0,4,2,130.00,62.66
13965,90348,SP,delivered,2017-11-08,1,1,1,0,0,1,1,0,"On time",8,0,5,1,129.90,9.10
13966,90678,GO,delivered,2018-01-09,1,1,1,0,0,1,1,0,"On time",17,0,5,1,21.99,15.10
13967,58851,SP,delivered,2018-01-04,1,1,1,0,0,1,1,0,"On time",9,0,4,1,135.00,8.20
13968,92307,RJ,delivered,2017-05-19,1,1,1,0,0,1,1,0,"On time",14,0,5,2,119.80,35.34
13969,15744,SP,delivered,2017-07-07,1,1,1,0,0,1,1,0,"On time",6,0,5,1,52.90,9.27
13970,40574,BA,delivered,2018-02-07,1,1,1,0,0,1,0,1,Late,40,11,1,1,56.99,16.97
13971,68173,PR,delivered,2017-11-13,1,1,1,0,0,1,1,0,"On time",14,0,5,1,120.00,49.37
13972,93748,DF,delivered,2018-01-04,1,1,1,0,0,1,1,0,"On time",8,0,5,1,13.70,14.10
13973,40765,PE,delivered,2018-06-07,1,1,1,0,0,1,1,0,"On time",12,0,3,1,134.90,38.99
13974,66953,SP,delivered,2018-08-23,1,1,1,0,0,1,1,0,"On time",5,0,4,1,20.90,12.81
13975,30883,RJ,delivered,2018-08-15,1,1,1,0,0,1,1,0,"On time",7,0,4,1,109.90,23.57
13976,21479,RJ,delivered,2017-11-12,1,1,1,0,0,1,1,0,"On time",9,0,5,1,59.90,16.99
13977,93533,CE,delivered,2017-05-26,1,1,1,0,0,1,1,0,"On time",15,0,5,1,49.90,17.63
13978,84079,SP,delivered,2018-03-26,1,1,1,0,0,1,1,0,"On time",14,0,5,1,112.00,22.31
13979,86276,BA,delivered,2018-08-16,1,1,1,0,0,1,1,0,"On time",11,0,5,1,79.99,22.49
13980,33052,SP,delivered,2017-04-06,1,1,1,0,0,1,1,0,"On time",6,0,1,1,89.90,11.24
13981,758,SP,delivered,2018-01-25,1,1,1,0,0,1,1,0,"On time",6,0,5,1,224.50,13.91
13982,87224,RJ,delivered,2018-01-29,1,1,1,0,0,1,1,0,"On time",24,0,4,2,213.98,61.18
13983,66300,PI,delivered,2017-05-30,1,1,1,0,0,1,1,0,"On time",7,0,4,2,1099.98,50.82
13984,48833,PI,delivered,2018-05-14,1,1,1,0,0,1,1,0,"On time",25,0,5,1,19.90,60.41
13985,28241,RJ,delivered,2018-02-17,1,1,1,0,0,1,1,0,"On time",18,0,4,2,119.60,33.72
13986,68479,SP,delivered,2018-03-10,1,1,1,0,0,1,1,0,"On time",6,0,5,1,169.00,8.05
13987,57252,PR,delivered,2017-03-21,1,1,1,0,0,1,1,0,"On time",14,0,5,1,139.90,16.68
13988,24131,SP,delivered,2018-04-07,1,1,1,0,0,1,1,0,"On time",10,0,3,1,27.99,12.79
13989,89250,MG,delivered,2018-06-09,1,1,1,0,0,1,1,0,"On time",6,0,5,1,113.30,19.76
13990,46367,SP,delivered,2018-08-02,1,1,1,0,0,1,1,0,"On time",7,0,1,2,164.00,25.00
13991,69725,SP,delivered,2018-02-05,1,1,1,0,0,1,1,0,"On time",21,0,5,1,129.00,21.74
13992,88171,PB,delivered,2017-11-07,1,1,1,0,0,1,0,1,Late,36,2,2,1,84.99,35.91
13993,38100,RS,delivered,2017-10-26,1,1,1,0,0,1,1,0,"On time",15,0,5,1,56.99,15.15
13994,28159,TO,delivered,2017-04-28,1,1,1,0,0,1,1,0,"On time",11,0,5,1,859.00,124.39
13995,41466,SP,delivered,2018-05-19,1,1,1,0,0,1,1,0,"On time",4,0,2,1,49.90,11.86
13996,54949,SP,delivered,2018-07-04,1,1,1,0,0,1,1,0,"On time",2,0,5,1,57.89,11.43
13997,55310,MG,delivered,2017-03-28,1,1,1,0,0,1,1,0,"On time",8,0,5,1,26.90,15.56
13998,77043,SP,delivered,2017-10-17,1,1,1,0,0,1,1,0,"On time",9,0,5,1,159.00,16.82
13999,88306,SP,delivered,2018-08-11,1,1,1,0,0,1,1,0,"On time",10,0,1,1,55.00,13.05
14000,30815,RJ,shipped,2018-03-15,1,1,0,0,0,0,0,0,"Not eligible",NULL,NULL,1,1,52.00,17.94
14001,27624,SP,delivered,2018-03-20,1,1,1,0,0,1,1,0,"On time",17,0,4,1,110.00,62.44
14002,4124,RS,delivered,2017-04-21,1,1,1,0,0,1,1,0,"On time",18,0,5,1,186.90,21.36
14003,34510,PR,delivered,2017-07-18,1,1,1,0,0,1,1,0,"On time",8,0,5,2,320.00,29.70
14004,77274,SP,delivered,2017-11-24,1,1,1,0,0,1,1,0,"On time",5,0,3,1,69.00,13.08
14005,44367,SP,delivered,2018-06-13,1,1,1,0,0,1,1,0,"On time",2,0,5,1,110.00,13.07
14006,63238,RS,delivered,2017-12-01,1,1,1,0,0,1,1,0,"On time",14,0,5,1,149.00,15.79
14007,91078,SP,delivered,2018-06-19,1,1,1,0,0,1,1,0,"On time",6,0,5,3,1977.00,88.77
14008,14419,PR,delivered,2017-10-31,1,1,1,0,0,1,1,0,"On time",27,0,5,1,27.90,16.79
14009,43650,SP,delivered,2018-05-04,1,1,1,0,0,1,1,0,"On time",8,0,5,1,69.90,28.80
14010,50602,MG,delivered,2017-11-03,1,1,1,0,0,1,1,0,"On time",18,0,1,2,153.00,35.06
14011,2419,PR,delivered,2017-06-20,1,1,1,0,0,1,1,0,"On time",10,0,1,6,419.40,1002.29
14012,86989,BA,delivered,2018-02-27,1,1,1,0,0,1,1,0,"On time",15,0,5,1,39.99,16.79
14013,41346,ES,delivered,2018-03-11,1,1,1,0,0,1,1,0,"On time",12,0,5,1,24.99,18.23
14014,38656,SP,delivered,2018-08-06,1,1,1,0,0,1,1,0,"On time",4,0,5,1,169.99,15.50
14015,13632,RS,delivered,2017-10-03,1,1,1,0,0,1,1,0,"On time",14,0,5,1,34.90,15.10
14016,28776,MG,delivered,2017-01-22,1,1,1,0,0,1,1,0,"On time",8,0,4,1,184.99,15.46
14017,59550,SP,delivered,2018-01-16,1,1,1,0,0,1,1,0,"On time",10,0,3,2,202.80,37.42
14018,86436,RJ,delivered,2018-07-21,1,1,1,0,0,1,1,0,"On time",9,0,5,1,154.90,19.18
14019,29577,PR,delivered,2017-07-06,1,1,1,0,0,1,1,0,"On time",15,0,5,1,47.00,16.11
14020,65118,CE,delivered,2017-11-08,1,1,1,0,0,1,1,0,"On time",21,0,1,1,29.99,25.63
14021,85323,SP,delivered,2018-04-28,1,1,1,0,0,1,1,0,"On time",6,0,3,1,120.00,12.75
14022,64295,SP,delivered,2018-06-06,1,1,1,0,0,1,1,0,"On time",3,0,5,1,56.90,11.15
14023,45494,MG,delivered,2018-04-03,1,1,1,0,0,1,1,0,"On time",15,0,5,1,89.99,23.21
14024,1542,CE,delivered,2018-02-07,1,1,1,0,0,1,1,0,"On time",23,0,4,1,35.99,25.63
14025,57774,CE,delivered,2017-12-09,1,1,1,0,0,1,0,1,Late,58,21,5,1,13.30,25.63
14026,18543,PB,delivered,2017-12-06,1,1,1,0,0,1,1,0,"On time",35,0,3,1,599.00,58.63
14027,29767,PE,delivered,2018-03-15,1,1,1,0,0,1,1,0,"On time",21,0,3,1,77.90,22.61
14028,87499,SC,delivered,2018-02-11,1,1,1,0,0,1,0,1,Late,37,6,1,1,199.90,21.89
14029,74845,RJ,delivered,2018-04-10,1,1,1,0,0,1,1,0,"On time",11,0,4,1,69.99,15.37
14030,1002,SP,delivered,2017-09-11,1,1,1,0,0,1,1,0,"On time",11,0,5,1,59.90,12.76
14031,77166,PR,delivered,2018-05-15,1,1,1,0,0,1,1,0,"On time",6,0,5,1,62.00,16.40
14032,11053,MG,delivered,2017-12-25,1,1,1,0,0,1,1,0,"On time",15,0,5,2,245.80,33.24
14033,62897,SP,delivered,2018-01-21,1,1,1,0,0,1,1,0,"On time",8,0,5,1,50.00,11.85
14034,73159,SP,delivered,2018-06-18,1,1,1,0,0,1,1,0,"On time",5,0,5,1,93.90,9.46
14035,2566,RJ,delivered,2018-02-03,1,1,1,0,0,1,1,0,"On time",17,0,5,1,18.90,14.10
14036,58176,SP,delivered,2018-05-03,1,1,1,0,0,1,1,0,"On time",2,0,4,1,38.00,7.39
14037,82030,RJ,unavailable,2017-10-18,1,0,0,0,1,0,0,0,"Not eligible",NULL,NULL,1,0,0.00,0.00
14038,350,DF,delivered,2017-09-03,1,1,1,0,0,1,1,0,"On time",10,0,5,1,199.90,15.15
14039,90580,RS,delivered,2018-03-23,1,1,1,0,0,1,0,1,Late,34,8,2,1,21.99,15.23
14040,85968,SP,delivered,2017-09-07,1,1,1,0,0,1,1,0,"On time",6,0,5,1,109.99,13.11
14041,59127,RJ,delivered,2018-05-17,1,1,1,0,0,1,1,0,"On time",16,0,4,1,11.50,18.23
14042,31829,SP,delivered,2018-08-01,1,1,1,0,0,1,0,1,Late,8,2,5,1,199.90,8.98
14043,40192,SP,delivered,2018-04-24,1,1,1,0,0,1,1,0,"On time",9,0,5,1,199.00,13.83
14044,77906,SP,delivered,2017-09-28,1,1,1,0,0,1,1,0,"On time",6,0,5,1,96.99,13.02
14045,52188,ES,delivered,2018-08-20,1,1,1,0,0,1,1,0,"On time",8,0,5,1,119.99,51.13
14046,77463,MG,delivered,2017-08-14,1,1,1,0,0,1,1,0,"On time",7,0,4,1,127.90,15.65
14047,1755,SP,delivered,2017-12-09,1,1,1,0,0,1,1,0,"On time",6,0,5,1,57.99,9.74
14048,24762,SP,delivered,2018-07-17,1,1,1,0,0,1,1,0,"On time",6,0,5,1,42.90,12.96
14049,17186,SP,delivered,2018-02-09,1,1,1,0,0,1,1,0,"On time",11,0,5,1,79.00,12.89
14050,81090,SP,delivered,2018-08-02,1,1,1,0,0,1,0,1,Late,12,4,1,1,17.77,7.39
14051,6931,MG,delivered,2018-05-27,1,1,1,0,0,1,1,0,"On time",12,0,5,1,62.99,18.32
14052,15907,MG,delivered,2018-03-07,1,1,1,0,0,1,0,1,Late,29,10,3,1,199.90,67.77
14053,23746,RJ,delivered,2017-09-27,1,1,1,0,0,1,1,0,"On time",6,0,3,1,54.90,15.14
14054,1185,SP,delivered,2018-07-04,1,1,1,0,0,1,1,0,"On time",2,0,4,1,10.10,7.87
14055,87532,PB,delivered,2018-01-31,1,1,1,0,0,1,1,0,"On time",19,0,4,1,41.90,21.15
14056,75192,SP,delivered,2017-08-19,1,1,1,0,0,1,1,0,"On time",9,0,1,1,78.00,12.05
14057,38737,MA,delivered,2017-08-04,1,1,1,0,0,1,1,0,"On time",24,0,5,2,189.80,50.42
14058,52002,PA,delivered,2018-05-14,1,1,1,0,0,1,1,0,"On time",38,0,5,1,27.90,22.85
14059,56994,SP,delivered,2017-12-07,1,1,1,0,0,1,1,0,"On time",8,0,5,1,25.90,12.69
14060,19370,RS,delivered,2017-05-10,1,1,1,0,0,1,1,0,"On time",14,0,5,1,81.56,15.33
14061,24626,SP,delivered,2017-04-21,1,1,1,0,0,1,1,0,"On time",13,0,3,1,114.90,14.57
14062,72455,PR,delivered,2018-06-26,1,1,1,0,0,1,1,0,"On time",7,0,5,1,25.00,21.48
14063,53791,BA,delivered,2017-10-10,1,1,1,0,0,1,0,1,Late,29,1,3,1,72.99,19.75
14064,85739,RJ,delivered,2018-06-06,1,1,1,0,0,1,1,0,"On time",24,0,5,1,199.98,62.69
14065,70736,SP,delivered,2018-07-19,1,1,1,0,0,1,1,0,"On time",8,0,4,1,159.90,13.78
14066,67837,SP,delivered,2017-12-20,1,1,1,0,0,1,1,0,"On time",7,0,5,2,118.00,26.86
14067,82126,SC,delivered,2018-03-04,1,1,1,0,0,1,0,1,Late,30,8,1,1,109.90,57.44
14068,95248,SP,delivered,2017-07-20,1,1,1,0,0,1,1,0,"On time",5,0,5,1,64.90,11.73
14069,57685,RJ,delivered,2018-04-02,1,1,1,0,0,1,1,0,"On time",11,0,5,1,27.90,18.23
14070,25825,RJ,delivered,2017-11-26,1,1,1,0,0,1,0,1,Late,50,17,1,1,59.90,16.18
14071,13426,PA,delivered,2018-06-06,1,1,1,0,0,1,1,0,"On time",22,0,5,1,84.90,29.62
14072,33838,RJ,delivered,2018-06-17,1,1,1,0,0,1,1,0,"On time",8,0,5,1,89.99,15.73
14073,4628,SP,delivered,2017-06-06,1,1,1,0,0,1,1,0,"On time",7,0,3,1,24.90,9.34
14074,62946,SC,delivered,2017-02-19,1,1,1,0,0,1,1,0,"On time",23,0,4,1,318.33,17.44
14075,11714,PR,delivered,2017-07-11,1,1,1,0,0,1,1,0,"On time",14,0,5,1,59.90,16.18
14076,19723,SP,delivered,2018-05-29,1,1,1,0,0,1,1,0,"On time",9,0,5,1,119.90,11.46
14077,70036,RJ,delivered,2017-03-23,1,1,1,0,0,1,1,0,"On time",13,0,2,1,139.90,15.15
14078,61866,SP,delivered,2018-07-05,1,1,1,0,0,1,1,0,"On time",6,0,5,1,27.99,7.46
14079,75560,RJ,delivered,2017-11-26,1,1,1,0,0,1,1,0,"On time",22,0,5,1,58.99,17.66
14080,79055,MG,delivered,2017-12-06,1,1,1,0,0,1,1,0,"On time",7,0,5,1,89.99,15.39
14081,2689,SP,delivered,2018-04-05,1,1,1,0,0,1,1,0,"On time",8,0,3,1,467.00,19.24
14082,41905,SP,delivered,2018-05-16,1,1,1,0,0,1,1,0,"On time",5,0,NULL,1,49.90,11.86
14083,65095,SP,delivered,2017-08-14,1,1,1,0,0,1,1,0,"On time",7,0,5,1,30.00,11.85
14084,95593,GO,delivered,2017-06-24,1,1,1,0,0,1,0,1,Late,31,1,5,1,17.00,15.10
14085,66505,SP,delivered,2018-05-14,1,1,1,0,0,1,0,1,Late,14,6,1,1,29.90,8.82
14086,90070,MG,delivered,2017-09-18,1,1,1,0,0,1,1,0,"On time",2,0,4,1,29.90,8.11
14087,13654,SP,delivered,2018-03-13,1,1,1,0,0,1,1,0,"On time",7,0,5,1,53.90,14.47
14088,27302,SP,delivered,2017-11-16,1,1,1,0,0,1,1,0,"On time",9,0,5,1,39.00,13.37
14089,74535,SP,delivered,2018-03-23,1,1,1,0,0,1,1,0,"On time",5,0,5,1,54.99,8.29
14090,37249,SP,delivered,2018-08-21,1,1,1,0,0,1,1,0,"On time",8,0,5,1,48.14,18.99
14091,55100,RS,shipped,2018-03-15,1,1,0,0,0,0,0,0,"Not eligible",NULL,NULL,3,1,37.00,16.32
14092,51900,SP,delivered,2018-03-02,1,1,1,0,0,1,0,1,Late,35,9,1,1,76.25,12.66
14093,17970,SP,delivered,2017-12-13,1,1,1,0,0,1,1,0,"On time",6,0,5,2,113.90,28.00
14094,21831,MG,delivered,2018-01-14,1,1,1,0,0,1,1,0,"On time",12,0,5,1,47.59,15.10
14095,95765,SP,delivered,2017-08-27,1,1,1,0,0,1,1,0,"On time",9,0,5,1,599.00,37.46
14096,88960,MG,delivered,2017-08-07,1,1,1,0,0,1,1,0,"On time",10,0,5,1,89.90,17.88
14097,3844,GO,delivered,2018-05-10,1,1,1,0,0,1,1,0,"On time",8,0,3,1,34.40,16.32
14098,84082,PB,delivered,2018-07-12,1,1,1,0,0,1,1,0,"On time",18,0,5,1,330.00,53.03
14099,61503,RO,delivered,2018-01-16,1,1,1,0,0,1,1,0,"On time",50,0,4,1,189.99,70.14
14100,54031,MA,delivered,2017-10-30,1,1,1,0,0,1,0,1,Late,32,1,2,1,250.00,81.20
14101,81247,ES,delivered,2017-09-10,1,1,1,0,0,1,1,0,"On time",16,0,4,1,120.00,38.36
14102,91415,SP,delivered,2018-05-24,1,1,1,0,0,1,1,0,"On time",14,0,4,1,55.50,12.83
14103,21042,DF,delivered,2017-11-28,1,1,1,0,0,1,1,0,"On time",16,0,5,1,83.30,21.39
14104,50149,GO,delivered,2018-03-26,1,1,1,0,0,1,1,0,"On time",10,0,3,2,247.80,45.16
14105,10787,PE,delivered,2018-03-26,1,1,1,0,0,1,1,0,"On time",23,0,5,1,151.90,47.50
14106,56087,PR,delivered,2018-06-13,1,1,1,0,0,1,1,0,"On time",8,0,5,1,113.89,27.10
14107,93700,GO,delivered,2017-12-17,1,1,1,0,0,1,1,0,"On time",17,0,5,1,29.99,15.10
14108,78747,SC,delivered,2018-06-22,1,1,1,0,0,1,1,0,"On time",11,0,4,1,67.99,19.67
14109,1098,BA,delivered,2018-03-02,1,1,1,0,0,1,1,0,"On time",21,0,1,1,54.90,16.82
14110,48839,PR,delivered,2018-04-02,1,1,1,0,0,1,1,0,"On time",10,0,5,1,122.99,15.74
14111,6828,RJ,delivered,2018-08-11,1,1,1,0,0,1,1,0,"On time",5,0,4,1,150.00,18.85
14112,79189,RJ,delivered,2018-07-28,1,1,1,0,0,1,1,0,"On time",9,0,4,1,19.93,18.24
14113,15795,SP,delivered,2018-03-31,1,1,1,0,0,1,1,0,"On time",5,0,3,1,7.00,7.39
14114,19767,BA,delivered,2017-07-13,1,1,1,0,0,1,1,0,"On time",20,0,5,1,72.00,23.37
14115,14145,SP,delivered,2018-08-17,1,1,1,0,0,1,1,0,"On time",7,0,1,1,139.00,24.58
14116,42372,ES,delivered,2018-04-13,1,1,1,0,0,1,1,0,"On time",21,0,5,1,697.90,20.86
14117,53412,RS,delivered,2017-12-07,1,1,1,0,0,1,1,0,"On time",28,0,1,2,141.94,35.50
14118,34441,TO,delivered,2017-08-21,1,1,1,0,0,1,1,0,"On time",16,0,5,1,98.00,27.23
14119,41396,BA,delivered,2017-11-17,1,1,1,0,0,1,1,0,"On time",10,0,3,1,24.90,16.79
14120,34436,SP,delivered,2018-07-03,1,1,1,0,0,1,1,0,"On time",7,0,5,1,44.90,18.41
14121,39657,SP,delivered,2017-03-09,1,1,1,0,0,1,1,0,"On time",13,0,5,1,46.99,11.74
14122,60731,SP,delivered,2017-12-22,1,1,1,0,0,1,1,0,"On time",17,0,2,1,51.00,11.86
14123,91277,MT,delivered,2017-02-21,1,1,1,0,0,1,1,0,"On time",27,0,5,1,42.99,20.80
14124,81030,RS,delivered,2018-06-20,1,1,1,0,0,1,1,0,"On time",9,0,1,3,258.70,56.12
14125,92044,RJ,delivered,2017-12-07,1,1,1,0,0,1,1,0,"On time",21,0,5,1,120.00,17.09
14126,87664,SP,delivered,2017-12-20,1,1,1,0,0,1,1,0,"On time",2,0,5,1,55.49,9.94
14127,10746,RJ,delivered,2017-09-05,1,1,1,0,0,1,1,0,"On time",14,0,5,1,128.70,17.38
14128,5938,PR,delivered,2018-06-14,1,1,1,0,0,1,1,0,"On time",12,0,5,1,45.00,18.42
14129,21723,SP,delivered,2017-05-01,1,1,1,0,0,1,1,0,"On time",15,0,5,1,174.90,12.61
14130,10672,MT,delivered,2017-09-20,1,1,1,0,0,1,1,0,"On time",19,0,5,2,469.80,157.86
14131,2622,SP,delivered,2017-09-15,1,1,1,0,0,1,1,0,"On time",8,0,5,1,419.90,20.83
14132,3160,PR,delivered,2018-04-24,1,1,1,0,0,1,1,0,"On time",8,0,5,1,69.90,16.15
14133,48220,SP,delivered,2018-08-06,1,1,1,0,0,1,1,0,"On time",5,0,4,1,49.99,7.61
14134,52347,SP,delivered,2018-05-18,1,1,1,0,0,1,1,0,"On time",4,0,4,1,120.00,8.19
14135,59061,MG,delivered,2018-05-17,1,1,1,0,0,1,0,1,Late,22,3,3,1,125.02,23.46
14136,77446,SP,delivered,2018-04-11,1,1,1,0,0,1,1,0,"On time",2,0,5,2,213.00,16.18
14137,17303,SP,delivered,2017-12-09,1,1,1,0,0,1,1,0,"On time",7,0,4,1,35.90,15.11
14138,45696,PR,delivered,2018-04-21,1,1,1,0,0,1,1,0,"On time",4,0,5,1,1195.00,77.76
14139,18826,ES,delivered,2018-08-04,1,1,1,0,0,1,1,0,"On time",12,0,5,1,199.90,19.50
14140,23778,SP,delivered,2018-08-17,1,1,1,0,0,1,1,0,"On time",10,0,5,1,199.00,57.87
